city,temperature,humidity,pressure,wind_speed,timestamp,co,no2,o3,so2,pm2_5,pm10,nh3,openweather_aqi,hour,day,month,aqi_change_rate
Karachi,31.9,48,1004,9.26,2026-08-20 15:14:44.423053,68.69,0.06,35.88,0.46,16.24,74.95,0,3,15,20,8,
